Fecha de Contrato,Nº Expediente,Destino,Título:,Fecha de inicio,Fecha fin actual,Importe bruto licitación:,Importe bruto adjudicación:,Forma adjudicación:,Número de licitadores:,NIF,Razón social:,Fecha aprobación,duration_days,Importe bruto adjudicación per day,% bruto respect licitacion
2018-10-08,MAH-143/2018,APTO.MENORCA,SUMINISTRO DE CONDUCTOS ENROLLABLES DE VENTILACIÓN PARA LAS PASARELAS DEL AEROPUERTO DE MENORCA,2018-10-15,2018-11-15,47647.38,47594.21,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B061782801,EFS MANT SERV TECNICOS SL,,31.0,1535.2970967741935,0.9988840939417866
2018-10-05,MAD-155/2018,APTO.A.SUAREZ MAD-BARAJAS,AMPLIACIÓN DE SISTEMA DE CONTROL DE INSTALACIONES FASE I,2018-10-22,2019-04-22,348040.71,345255.35,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A048027056,ELECNOR SA,,182.0,1897.0074175824175,0.9919970281637455
2018-10-05,DEA-449/2018,DIR.OPERACION Y RED APTOS,"ADECUACIÓN, PRUEBAS Y PUESTA EN MARCHA DE LA INSTALACIÓN DE CLIMATIZACIÓN DEL AEROPUERTO INTERNACIONAL REGIÓN DE MURCIA",2018-11-05,2019-06-24,180085.15,141983.63,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A073012569,EMURTEL SA,0.0,231.0,614.6477489177489,0.7884249756295841
2018-10-05,MAD-160/2018,APTO.A.SUAREZ MAD-BARAJAS,OPERADORES DE PUERTAS EN ASCENSORES ALTO TRÁFICO Y CRITICIDAD OPERATIVA,2018-11-05,2019-05-05,113226.96,108234.5,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B046001897,TK ELEVADORES ESPAÑA SLU,,181.0,597.9806629834254,0.9559074976489698
2018-10-05,DEA-452/2018,DIR.OPERACION Y RED APTOS,"ADECUACIÓN Y PUESTA EN MARCHA DE ASCENSORES, RAMPAS Y ESCALERAS MECANICAS DEL AEROPUERTO INTERNACIONAL REGIÓN DE MURCIA",2018-11-05,2019-01-05,71932.85,66830.72,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A050001726,SCHINDLER SA,,61.0,1095.585573770492,0.9290709321262816
2018-10-05,MAD-170/2018-4,APTO.A.SUAREZ MAD-BARAJAS,SUMINISTRO Y MANTENIMIENTO DE VEHICULOS ELECTRICOS PARA EL COLECTIVO APUC (LOTE 2),2018-12-04,2024-10-05,48400.0,44942.86,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B086934486,BLACKORIX GLO PARTNERS SL,0.0,2132.0,21.080140712945592,0.9285714876033058
2018-10-05,MAH-150/2018,APTO.MENORCA,SERVICIO DE MANTENIMIENTO DE INSTALACIONES Y ESTRUCTURAS METÁLICAS DEL AEROPUERTO DE MENORCA,2018-10-05,2018-12-31,49993.29,44744.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B060108214,M POLO SL,,87.0,514.2988505747127,0.8950001090146298
2018-10-05,MAD-170/2018-2,APTO.A.SUAREZ MAD-BARAJAS,SUMINISTRO Y MANTENIMIENTO DE VEHICULOS ELECTRICOS PARA EL COLECTIVO APUC (LOTE 2).,2018-10-31,2018-11-19,36300.0,33707.14,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B086934486,BLACKORIX GLO PARTNERS SL,,19.0,1774.06,0.928571349862259
2018-10-04,ALC-84/2018,APTO.ALICANTE-ELCHE,PROYECTO Y OBRA ACCESOS ZONA DE RESTAURACIÓN SOBRE FORJADO DE FACTURACIÓN,2018-11-04,2019-10-02,695750.0,628655.5,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,4.0,B030527097,QUARTO PROYECTOS SL,0.0,332.0,1893.5406626506024,0.9035652173913044
2018-10-04,ALC-82/2018,APTO.ALICANTE-ELCHE,REDISTRIBUCIÓN DE ZONA DE SALIDAS DE LA SALA DE RECOGIDA DE EQUIPAJES,2018-11-02,2019-04-02,302500.0,266079.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B030527097,QUARTO PROYECTOS SL,,151.0,1762.112582781457,0.8796
2018-10-04,DEA-392/2018,DIR.OPERACION Y RED APTOS,"SUBSANACION DE EQUIPOS RX CONVENCIONALES PX, VIS-HR Y ARCOS DE SEGURIDAD Y SUMINISTRO DE CINTAS MOTORIZADAS Y RAMPAS DE RODILLOS PARA AIRM",2018-11-04,2019-04-04,221553.53,221553.53,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,A078441250,COTELSA SA,,151.0,1467.2419205298013,1.0
2018-10-04,BIO-74/2018,APTO.BILBAO,SUMINISTRO Y SUSTITUCIÓN DE LAS BATERIAS DE LAS CLIMATIZADORAS EN EL AEROPUERTO DE BILBAO,2018-11-02,2019-01-30,89540.0,68728.0,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,3.0,A046146387,COBRA INSTALAC Y SERV SA,,89.0,772.2247191011236,0.7675675675675676
2018-10-04,MAD-206/2018,APTO.A.SUAREZ MAD-BARAJAS,SUMINISTRO E INSTALACIÓN DE NUEVO CONTROL  DE ACCESO CON SISTEMA DE LECTURA DE MATRICULA EN ACCESO CENTRAL DEL AEROPUERO ADOLFO SUÁREZ MADRID-BARAJAS,2018-11-05,2019-10-15,59511.82,44038.74,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B082929951,TECHCO SEGURIDAD SL,0.0,344.0,128.0195930232558,0.7399998857369846
2018-10-04,LEI-42/2018,APTO.ALMERÍA,SERVICIO DE MANTENIMIENTO Y VERIFICACIONES LEGALES DE INSTALACIONES DE  ALTA TENSIÓN,2018-11-04,2021-06-01,49295.4,38952.32,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,2.0,B004781258,MOELMO INSTALACIONES SL,0.0,940.0,41.43863829787234,0.7901816396661757
2018-10-04,ALC-86/2018,APTO.ALICANTE-ELCHE,PUESTA A PUNTO DE DEPÓSITOS DE COMBUSTIBLE ENERGÍA,2018-11-04,2019-09-17,27811.85,21491.2,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B004229845,ING MEDIO AMBIENTE IMA SL,0.0,317.0,67.79558359621451,0.7727353628039847
2018-10-03,MAD-175/2018,APTO.A.SUAREZ MAD-BARAJAS,ACTUACIONES DE MEJORA EN CUBIERTA DE TWR-N,2018-11-02,2019-03-01,380749.77,319679.19,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,5.0,A059920330,CYMI SA,0.0,119.0,2686.3797478991596,0.8396044205095645
2018-10-02,MCV-64/2018,APTO.MADRIDCUATRO VIENTOS,NUEVO SEPARADOR DE HIDROCARBUROS Y AMPLIACIÓN RED DE PLUVIALES,2018-10-24,2019-06-24,156588.23,134055.19,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A078066487,LICUAS SA,0.0,243.0,551.6674485596708,0.8561000402137504
2018-10-01,MAD-121/2018,APTO.A.SUAREZ MAD-BARAJAS,LIMPIEZA DE CAUCES DE ARROYOS,2018-10-10,2019-05-22,721945.46,283140.0,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,5.0,A028019206,FERROVIAL CONSTRUCCION SA,0.0,224.0,1264.017857142857,0.3921902909397062
2018-10-01,VLC-214/2018,APTO.VALENCIA,"CONEXIONADO DE BOMBA DE CALOR DE LA TR CON LA T1, Y BY PASS DE CIRCUITOS FRIO-CALOR  ENTRE ELLAS",2018-10-15,2019-01-15,96800.0,92917.11,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A097152094,FULTON SERV. INTEGRALES,,92.0,1009.9685869565218,0.9598875
2018-10-01,MAD-166/2018,APTO.A.SUAREZ MAD-BARAJAS,CERRAMIENTO DE SEGURIDAD EN LAS NAVES DE TABSA DEL AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS,2018-11-02,2019-05-02,84721.43,81496.65,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A081286759,SIADDE SOLUCIONES SA,,181.0,450.2577348066298,0.961936667027457
2018-10-01,TFN-111/2018,APTO.TENERIFE NORTE,RENOVACIÓN SEÑALIZACIÓN VIALES Y SEÑALIZACIÓN APARCAMIENTO P2 EN EL AEROPUERTO DE TENERIFE NORTE,2018-11-01,2019-05-15,50750.07,44660.06,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A078015880,"API MOVILIDAD, S.A.",0.0,195.0,229.0259487179487,0.8799999684729498
2018-10-01,LEI-34/2018,APTO.ALMERÍA,SERVICIO DE MANTENIMIENTO DE CAMPO DE VUELOS DEL AEROPUERTO DE ALMERÍA,2018-11-01,2021-11-09,38346.11,34396.46,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,2.0,B004626263,JARQUIL VERDE SL,0.0,1104.0,31.15621376811594,0.8969999825275627
2018-09-28,MAD-524/2018-2,APTO.A.SUAREZ MAD-BARAJAS,"MANTENIMIENTO DE EDIFICIOS 2018 LOTES 1, 2 Y 3. AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS.LOTE - 2",2018-09-28,2019-02-27,155509.84,155509.84,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,A048027056,ELECNOR SA,0.0,152.0,1023.0910526315789,1.0
2018-09-28,PMI-113/2018-1,APTO.PALMA DE MALLORCA,SUMINISTRO DE REPUESTOS BAJA TENSION.LOTE - 1,2018-10-28,2021-09-30,151613.0,151613.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B058073396,SUEPRAT,0.0,1068.0,141.95973782771534,1.0
2018-09-28,IBZ-88/2018,APTO.IBIZA,SERVICIO PARA EL MANTENIMIENTO DEL SISTEMA DE CONTROL DE ACCESOS Y CIRCUITO CERRADO DE TELEVISIÓN DEL AEROPUERTO DE IBIZA.,2018-10-27,2021-12-01,75223.58,73204.47,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A028166007,TECOSA,0.0,1131.0,64.7254376657825,0.9731585494867434
2018-09-28,VLC-213/2018,APTO.VALENCIA,LIMPIEZA Y REPOSICIÓN DE LAMPARAS DE AYUDAS VISUALES 2018,2018-10-01,2021-10-01,54450.0,54177.75,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B096403100,LOPEZ INSTALACION ELECTRS,0.0,1096.0,49.43225364963504,0.995
2018-09-27,DIN-407/2016-2,APTO.REUS,ATDOCV ADAPTACIÓN EDIFICIO TERMINAL A DISEÑO FUNCIONAL.- AEROPUERTO DE REUS,2018-09-28,2021-01-08,,481244.83,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,,B005225131,VIARIUM INGENIERIA SL,0.0,833.0,577.7248859543818,0.47837743565070967
2018-09-27,MAD-524/2018-3,APTO.A.SUAREZ MAD-BARAJAS,"MANTENIMIENTO DE EDIFICIOS 2018 LOTES 1, 2 Y 3. AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS.LOTE - 3",2018-09-28,2019-02-27,282310.34,282310.34,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,U087199170,UTE CYMI SA - MYM SA,0.0,152.0,1857.3048684210528,1.0
2018-09-27,BCN-596/2018,APTO.J.TARRAD BARCELONA P,SERVICIO DE MANTENIMIENTO Y CONSERVACIÓN DE ZONAS AJARDINADAS,2018-10-01,2019-09-28,301487.73,265126.68,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,2.0,U067288670,UTE ACTIVE FAC-LA CYCA PR,0.0,362.0,732.3941436464088,0.8793945942675677
2018-09-27,MAD-524/2018-1,APTO.A.SUAREZ MAD-BARAJAS,"MANTENIMIENTO DE EDIFICIOS 2018 LOTES 1, 2 Y 3. AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS.LOTE - 1",2018-09-28,2019-02-27,214662.47,214662.47,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,A028504728,ELSAMEX SA,0.0,152.0,1412.2530921052632,1.0
2018-09-27,LCG-88/2018,APTO.A CORUÑA,SERVICIO MANTENIMIENTO INTEGRAL AEROPUERTO DE A CORUÑA.,2018-10-16,2022-08-15,242000.0,213462.08,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,U067290254,UTE COMSA SERV-COMSA MANA,0.0,1399.0,152.58190135811293,0.8820747107438016
2018-09-27,AGP-156/2018,APTO.MÁLAGA COSTA SOL,ADECUACIÓN DE 3 ASCENSORES EN EL NIVEL 13 DEL TERMINA 2 DEL AEROPUERTO DE MÁLAGA-COSTA DEL SOL.,2018-09-27,2019-12-04,126835.33,106480.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A028303485,FAIN ASCENSORES,0.0,433.0,245.9122401847575,0.8395137222412714
2018-09-27,PNA-49/2018,APTO.PAMPLONA,ACTUACIONES SOBRE PAVIMENTOS ASFALTICOS EN CALLES DE RODAJE Y SUS MÁRGENES DEL AEROPUERTO DE PAMPLONA,2018-10-01,2018-11-01,79698.55,79297.48,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A090050980,INSAE INFRAESTRUCTURAS SA,,31.0,2557.9832258064516,0.9949676625233457
2018-09-27,IBZ-112/2018,APTO.IBIZA,SERVICIO PARA EL MANTENIMIENTO DE CENTROS DE TRANSFORMACIÓN EN EL AEROPUERTO DE IBIZA.,2018-10-01,2022-10-01,86636.0,78742.5,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A078990413,MONCOBRA SA,0.0,1461.0,53.89630390143737,0.9088889145389907
2018-09-27,IBZ-106/2018,APTO.IBIZA,SERVICIO DE LIMPIEZA DE CAUCHO Y MICROTEXTURADO EN PISTA DE VUELO DEL AEROPUERTO DE IBIZA.,2018-10-22,2021-05-03,79618.0,71255.69,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B073105082,MULTISERVICIOS TRITON,0.0,924.0,77.11654761904762,0.894969604863222
2018-09-27,GRX-145/2018,APTO.GRANADA-JAÉN F.G.L.,REPARACIÓN Y SELLADO DE JUNTAS DE LOSAS DE HORMIGÓN HIDRÁULICO CABECERAS PISTAS AEROPUERTO FGL GRANADA-JAÉN,2018-10-25,2018-12-25,58899.17,47954.16,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B076222710,ISOL INSTALAC TECNICAS SL,,61.0,786.1337704918034,0.8141737820753672
2018-09-27,DEA-330/2018,DIR.OPERACION Y RED APTOS,ACTUACIONES PARA LA PUESTA EN MARCHA DEL SISTEMA DE AYUDAS METEOROLÓGICAS DEL AEROPUERTO INTERNACIONAL REGIÓN DE MURCIA,2018-10-01,2018-12-01,44745.8,44701.05,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,B087623716,DTN SERVIC AND SYSTEMS SL,,61.0,732.8040983606558,0.9989999061364419
2018-09-26,IBZ-102/2018,APTO.IBIZA,"SERVICIO PARA EL MANTENIMIENTO DE LAS INSTALACIONES DE CLIMATIZACIÓN, BAJA TENSIÓN Y ELECTROMECÁNICAS DEL AEROPUERTO DE IBIZA.",2018-10-01,2019-10-01,344850.02,327262.67,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B063260020,SOLER GLOBAL SERVICE SL,0.0,365.0,896.6100547945205,0.9490000029578075
2018-09-26,ALC-97/2018,APTO.ALICANTE-ELCHE,SUMINISTRO DE BANCADAS PARA EL AEROPUERTO DE ALICANTE-ELCHE,2018-10-26,2019-05-22,300951.2,294631.22,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B085779494,AREA 3 EQU DISEÑO INTE SL,0.0,208.0,1416.49625,0.9789999840505702
2018-09-26,ALC-92/2018,APTO.ALICANTE-ELCHE,CAMBIO CONDENSADORES EQUIPOS SAI 2018,2018-10-26,2019-03-26,302500.0,225871.91,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,B080330012,SEIN SERVICIOS INTEGRL SL,,151.0,1495.840463576159,0.746684
2018-09-26,BIO-60/2018,APTO.BILBAO,REPARACIÓN DE OXIDACIONES EN GALERÍAS DE SERVICIO DEL AEROPUERTO DE BILBAO,2018-10-25,2019-01-25,119522.18,88852.78,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,5.0,B041365834,APIMOSA SL,,92.0,965.7910869565218,0.7433999279464281
2018-09-26,TFN-109/2018,APTO.TENERIFE NORTE,NUEVA OFICINA EN FACTURACIÓN Y MOSTRADORES DE EMBARQUE INSULAR PARA AGENTES HANDLING. AEROPUERTO TENERIFE NORTE,2018-09-27,2019-01-04,74348.13,69496.5,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B076675735,INTEDESER GLOBAL SL,0.0,99.0,701.9848484848485,0.9347444246412115
2018-09-26,SDR-121/2018,APTO.S.BALLESTE-SANTANDER,SERVICIO DE CONTROL DE FAUNA EN EL AEROPUERTO SEVE BALLESTEROS-SANTANDER,2018-11-01,2019-11-01,73810.0,69514.5,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,072131447C,DURAN URBISTONDO OSCAR,,365.0,190.45068493150686,0.9418032786885245
2018-09-26,MCV-13/2018,APTO.MADRIDCUATRO VIENTOS,SERVICIO DE MANTENIMIENTO DE INSTALACIONES TÉCNICAS EN EL AEROPUERTO DE MADRID/CUATRO VIENTOS,2018-11-01,2021-11-01,62920.0,62290.8,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A090050980,INSAE INFRAESTRUCTURAS SA,0.0,1096.0,56.83467153284672,0.99
2018-09-25,SEG-90/2018-10,APTO.IBIZA,IBZ SERVICIO ASISTENCIA A PASAJEROS EN LOS CONTROLES DE PASAPORTES DE VARIOS AEROPUERTOS,2018-12-01,2020-12-01,940096.26,794524.72,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,4.0,U088198486,UTE I-SEC S AVIA-I-SEC SE,0.0,731.0,1086.901121751026,0.845152516615692
2018-09-25,SEG-90/2018-11,APTO.MENORCA,MAH SERVICIO ASISTENCIA A PASAJEROS EN LOS CONTROLES DE PASAPORTES DE VARIOS AEROPUERTOS,2018-11-01,2021-01-31,644182.7,555851.01,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,4.0,U088198528,UTE I-SEC AVIA-I-SEC SECU,0.0,822.0,676.2177737226277,0.8628778916291916
2018-09-25,SDR-108/2018,APTO.S.BALLESTE-SANTANDER,INSTALACION DE MARQUESINAS EN ZONA DE ESTACIONAMIENTO DE VEHICULOS DE ALQUILER,2018-10-25,2019-03-27,240625.72,221933.93,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,A048027056,ELECNOR SA,,153.0,1450.5485620915033,0.9223200662007369
2018-09-25,IBZ-119/2018,APTO.IBIZA,CONTRATACIÓN DEL SERVICIO INTEGRAL DE LA SALA VIP EN EL AEROPUERTO DE IBIZA,2018-10-01,2018-12-01,120949.18,120949.18,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,A080364243,CLECE SA,0.0,61.0,1982.7734426229506,1.0
2018-09-25,TFS-14/2018,APTO.TENERIFE SUR,NUEVOS CENTROS DE CABLEADO,2018-10-24,2019-08-24,159374.63,89727.91,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,5.0,A090050980,INSAE INFRAESTRUCTURAS SA,0.0,304.0,295.15759868421054,0.562999958023432
2018-09-25,ACE-76/2018,APTO.CESAR MANR LANZAROTE,MEJORA DEL PAVIMENTO EN LOS ASEOS DEL T1,2018-10-24,2019-03-22,64200.0,64200.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B035782580,HORMIGONES INSULARES SL,0.0,149.0,430.8724832214765,1.0
2018-09-25,AGP-147/2018,APTO.MÁLAGA COSTA SOL,SUMINISTRO DE ELEMENTOS DE GESTION DE FILAS 2018 PARA EL AEROPUERTO DE MÁLAGA-COSTA DEL SOL,2018-09-26,2018-12-26,49489.0,26771.25,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A058890682,DOUBLET IBERICA SA,0.0,91.0,294.18956043956047,0.5409535452322738
2018-09-24,MAD-140/2018,APTO.A.SUAREZ MAD-BARAJAS,SERVICIO DE LIMPIEZA Y MANTENIMIENTO DE COLECTORES Y POZOS DEL AEROPUERTO ADOLFO SUÁREZ MADRID BARAJAS,2018-10-24,2021-08-28,206910.0,191557.28,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,3.0,A026019992,FCC AQUALIA SA,0.0,1039.0,184.36696823869104,0.9258000096660384
2018-09-24,LPA-80/2018,APTO.GRAN CANARIA,ACONDICIONAMIENTO DE TERRENOS EN PINAR DEL AEROPUERTO DE GRAN CANARIA,2018-10-15,2018-12-15,85600.0,62308.95,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A046609541,ACCIONA MEDIOAMBIENTE SA,,61.0,1021.4581967213114,0.7279082943925234
2018-09-24,LEI-55/2018,APTO.ALMERÍA,SERVICIO DE MANTENIMIENTO DE SCADAS DEL AEROPUERTO DE ALMERÍA,2019-02-01,2022-02-01,10890.0,10527.0,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,1.0,B087933172,ALVENTIA TECNOL CONSUL SL,0.0,1096.0,9.60492700729927,0.9666666666666667
2018-09-21,MAD-129/2018,APTO.A.SUAREZ MAD-BARAJAS,REMODELACIÓN DEL ÁREA AFECTADA PARA LA NUEVA CONFIGURACIÓN DEL FILTRO DE PASAJEROS DE T2,2018-10-22,2018-12-05,,,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,,A045589595,CIA GRAL CONSTR ABALDO SA,0.0,44.0,32755.25,0.7993959731543624
2018-09-20,DIN-403/2018,D.INFRAESTRUCTURAS Y TECN,ADECUACIÓN PARA PUESTA EN OPERACIÓN DE LOS SISTEMAS SACTA E ICARO EN EL AIRM,2018-10-01,2019-10-01,129578.9,129578.9,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,A028599033,INDRA SISTEMAS SA,,365.0,355.01068493150683,1.0
2018-09-20,PMI-113/2018-2,APTO.PALMA DE MALLORCA,SUMINISTRO DE REPUESTOS GRUPOS ELECTROGENOS.LOTE - 2,2018-10-20,2020-10-20,96800.0,96800.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B007298425,FERRETERIA SON GARRIT SL,0.0,731.0,132.42134062927497,1.0
2018-09-20,PMI-113/2018-4,APTO.PALMA DE MALLORCA,SUMINISTRO DE REPUESTOS BALIZAMIENTO.LOTE - 4,2018-10-20,2020-04-16,90750.0,90750.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B007298425,FERRETERIA SON GARRIT SL,0.0,544.0,166.81985294117646,1.0
2018-09-20,ACE-75/2018-1,APTO.CESAR MANR LANZAROTE,ELIMINACIÓN  DE CAUCHO,2018-09-24,2018-11-24,26750.0,26750.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B087629150,ROE-CO TECN Y SERV IND SL,,61.0,438.5245901639344,1.0
2018-09-20,ACE-75/2018-2,APTO.CESAR MANR LANZAROTE,PINTURA ÁREA DE MOVIMIENTO,2018-09-24,2018-12-31,21657.87,21657.87,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,B087629150,ROE-CO TECN Y SERV IND SL,0.0,98.0,220.99867346938774,1.0
2018-09-19,BCN-646/2018,APTO.J.TARRAD BARCELONA P,SERVICIO DE OBJETOS PERDIDOS EN EL AEROPUERTO DE BARCELONA-EL PRAT,2018-09-20,2019-09-16,106730.87,106730.87,PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD,1.0,A078601945,ILUNION OUTSOURCING SA,0.0,361.0,295.653379501385,1.0
2018-09-18,MAD-191/2018,APTO.A.SUAREZ MAD-BARAJAS,MANTENIMIENTO DE SISTEMAS DE EXTINCIÓN DE INCENDIOS DEL AEROPUERTO ADOLFO SUÁREZ MADRID-BARAJAS,2018-09-28,2019-06-28,242000.0,199541.1,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A048027056,ELECNOR SA,0.0,273.0,730.9197802197803,0.82455
2018-09-18,MAD-154/2018,APTO.A.SUAREZ MAD-BARAJAS,"SERVICIO DE GESTIÓN DE REPARTO DE DOCUMENTACIÓN INTERNA, RECEPCIÓN DE CARTERÍA, VALIJAS, PEQUEÑA PAQUETERIA Y REPROGRAFÍA",2018-09-20,2022-02-28,152460.0,152460.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,3.0,A028517308,EULEN SA,0.0,1257.0,121.28878281622912,1.0
2018-09-17,ALC-77/2018,APTO.ALICANTE-ELCHE,"AMPLIACIÓN DE RED DE ROCIADORES, BARRERAS DE DETECCIÓN DE INCENDIOS Y OTRAS MEJORAS DE INSTALACIONES",2018-10-17,2020-07-30,725059.52,725032.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,2.0,A046146387,COBRA INSTALAC Y SERV SA,0.0,652.0,1112.0122699386502,0.9999620444953263
2018-09-17,ALC-72/2018,APTO.ALICANTE-ELCHE,SUMINISTRO DE MATERIAL ELECTRICO 2018,2018-09-19,2020-09-19,119790.0,119790.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,6.0,B003010634,"LUCERO DE LEVANTE, S.L",0.0,731.0,163.87140902872778,1.0
2018-09-15,ALC-63/2018,APTO.ALICANTE-ELCHE,"SERVICIO DE REVISIÓN, ACTUALIZACIÓN E IMPLANTACIÓN DE MEJORAS EN EL INVENTARIO DEL AEROPUERTO DE ALICANTE-ELCHE",2018-10-15,2019-10-15,36300.0,28979.5,PROCEDIMIENTO ABIERTO UN SOLO CRITERIO,4.0,A083729384,"INTERVALOR CONSULTING,SA",,365.0,79.3958904109589,0.7983333333333333
2018-09-14,DSC-209/2018,DIR.SERVICIOS COMERCIALES,SERVICIO DE PERSONAL SHOPPER PARA LAS ZONAS COMERCIALES DE T1 Y T2 DEL AEROPUERTO BARCELONA-EL PRAT,2018-09-14,2020-03-14,,,PROCEDIMIENTO DE LICITACIÓN CON NEGOCIACIÓN,2.0,B066659814,YOUNG PROMOTION APTO SL,0.0,547.0,1611.091773308958,0.8947420147420146
2018-09-14,DPM-26/2018,VARIOS AEROPUERTOS,PROYECTO Y EJECUCIÓN  DE ACTUACIONES DE MEJORA ACÚSTICA DE LOS COLEGIOS ANTONIO MACHADO DE ELCHE (ALICANTE)  Y  REI EN JAUME DE XIRIVELLA (VALENCIA),2018-09-17,2019-10-17,786500.0,786500.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,6.0,A028416089,TEBASA,0.0,395.0,1991.139240506329,1.0
2018-09-14,MAD-174/2018,APTO.A.SUAREZ MAD-BARAJAS,MANTENIMIENTO DE SENSORES Y DEL SISTEMA XOVIS,2018-09-14,2019-09-14,111368.4,111320.0,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,A028855260,"INETUM ESPAÑA, S.A.",,365.0,304.986301369863,0.9995654063450674
2018-09-14,AGP-148/2018,APTO.MÁLAGA COSTA SOL,"SUMINISTRO E INSTALACIÓN DE POSTES DE PARADAS DE EMERGENCIAS PARA RAMPAS, PASILLOS Y ESCALERAS DEL AEROPUERTO DE MÁLAGA-COSTA DEL SOL.",2018-09-14,2019-05-14,48400.0,48398.79,PROCEDIMIENTO ABIERTO VARIOS CRITERIOS,1.0,B046001897,TK ELEVADORES ESPAÑA SLU,0.0,242.0,199.995,0.9999750000000001
